Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Yoga duration (ms),Other duration (ms)
07:30:00.000+05:30,07:45:00.000+05:30,,13.513020213089458,,,,95.5,114.0,77.0,,,,14,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513020213089458,,,,,,,,,,16,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513020213089458,,,,76.0,76.0,76.0,,,,16,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513020213089458,,,,82.25,88.0,78.0,,,,16,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,9,13.513020462965468,252.2357588610597,,,76.25,79.0,72.0,,,,504,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,15,13.513020653948582,445.02245179499823,,,77.5,79.0,77.0,,,,819,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,15,13.513020653948582,445.02245179499823,,,79.5,84.0,74.0,0.49446940422058105,0.49446940422058105,0.49446940422058105,819,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,15,13.513020653948582,445.02245179499823,,,75.0,77.0,73.0,,,,819,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,15,13.513020653948582,445.02245179499823,,,80.5,86.0,76.0,,,,819,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,1,13.513020653948582,13.596919310509847,,,77.5,89.0,73.0,,,,352,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513020653948582,,,,72.25,74.0,69.0,,,,337,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513020653948582,,,,81.25,89.0,73.0,,,,337,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513020653948582,,,,78.25,85.0,71.0,,,,337,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513020653948582,,,,69.25,76.0,67.0,,,,337,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513020653948582,,,,80.5,83.0,78.0,,,,337,,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.51302032691916,,,,79.5,86.0,76.0,,,,208,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513019829375317,,,,75.75,97.0,67.0,,,,14,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513019829375317,,,,74.25,87.0,66.0,,,,14,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,11,13.513019829375317,413.7819070515819,,,67.0,70.0,64.0,,,,765,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,15,91.03388274066661,939.9569723284287,13.0,13,106.5,117.0,78.0,1.0864392518997192,1.0864392518997192,1.0864392518997192,1462,,,,,821000
12:30:00.000+05:30,12:45:00.000+05:30,15,55.05891539889413,757.3388082472968,7.0,7,113.5,115.0,110.0,,,,1251,,,,,440000
12:45:00.000+05:30,13:00:00.000+05:30,15,13.51302121540004,546.4672852461078,,,71.5,84.0,67.0,0.6071859002113342,0.6071859002113342,0.6071859002113342,1006,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,5,13.51302121540004,164.04947903088154,,,69.5,79.0,63.0,,,,305,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.51302121540004,,,,86.0,97.0,76.0,,,,5,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.51302121540004,,,,100.0,102.0,98.0,,,,5,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.51302121540004,,,,89.5,96.0,78.0,,,,5,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.51302121540004,,,,80.5,84.0,79.0,,,,5,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.51302121540004,,,,82.25,85.0,80.0,,,,5,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.51302121540004,,,,86.25,101.0,80.0,,,,5,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.51302121540004,,,,81.25,85.0,78.0,,,,5,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,11,13.51302121540004,3228.427918373781,22.0,11,81.5,85.0,76.0,4.935573577880859,4.935573577880859,4.935573577880859,4196,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,11,13.51302121540004,3026.6863394387196,20.0,10,76.5,82.0,73.0,,,,3946,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,8,13.51302121540004,691.7048913161013,14.0,7,80.0,87.0,71.0,,,,1046,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,15,13.51302121540004,1348.3204909228743,30.0,15,79.25,85.0,72.0,,,,1996,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,15,13.51302121540004,1348.3204909228743,30.0,15,83.75,90.0,78.0,1.498133897781372,1.498133897781372,1.498133897781372,1996,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,15,13.51302121540004,1348.3204909228743,30.0,15,72.25,74.0,68.0,,,,1996,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,9,13.51302121540004,753.2242609152757,16.0,8,86.0,100.0,76.0,,,,1192,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,13.51302121540004,,,,75.5,79.0,73.0,,,,175,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,13.51302121540004,,,,72.25,77.0,68.0,,,,175,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,5,29.45588078937704,0.0,,,82.0,96.0,75.0,,,,175,,,,307000,
17:30:00.000+05:30,17:45:00.000+05:30,15,72.6051403262995,313.6144284143582,9.0,7,93.75,119.0,74.0,1.7169580459594727,3.4339160919189453,0.0,1183,,,,649000,238000
17:45:00.000+05:30,18:00:00.000+05:30,15,109.52112676056338,1017.1267605633802,15.0,15,115.25,120.0,109.0,1.1301409006118774,1.1301409006118774,1.1301409006118774,1567,,,,,900000
18:00:00.000+05:30,18:15:00.000+05:30,15,81.46542431681765,1628.7187629973012,20.0,15,118.5,123.0,117.0,,,,2290,,,,,637000
18:15:00.000+05:30,18:30:00.000+05:30,7,13.513020267815833,1273.967332265683,12.0,6,88.0,92.0,78.0,3.4555857181549072,3.4555857181549072,3.4555857181549072,1755,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,13.513020773775343,,,,73.0,75.0,72.0,,,,170,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,13.513020773775343,,,,73.25,95.0,65.0,,,,170,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,13.513020773775343,,,,70.75,71.0,70.0,,,,170,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,7,13.513020741407404,1002.6155224473972,14.0,7,73.25,79.0,69.0,,,,1396,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,15,13.513020702235202,2215.996979869002,30.0,15,87.0,94.0,82.0,,,,2879,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,13.513020702235202,2215.996979869002,30.0,15,76.0,78.0,71.0,2.462218999862671,2.462218999862671,2.462218999862671,2879,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.513020702235202,2215.996979869002,30.0,15,79.25,90.0,71.0,,,,2879,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,9,13.513020702235202,1238.321272320597,16.0,8,76.0,89.0,67.0,,,,1686,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,13.513020702235202,,,,77.25,83.0,74.0,,,,176,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,13.513020702235202,,,,82.75,87.0,77.0,,,,176,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,13.513020702235202,,,,83.75,88.0,73.0,,,,176,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,7,13.513020799579373,1834.9500963477442,14.0,7,80.5,101.0,71.0,,,,2483,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.51302092390073,4178.423634386135,30.0,15,87.0,90.0,82.0,4.642692565917969,4.642692565917969,4.642692565917969,5429,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,11,13.513021044413598,2875.554003641121,22.0,11,79.25,83.0,76.0,,,,3841,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,13.513021310396672,,,,71.5,75.0,69.0,,,,335,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,13.513021310396672,,,,76.0,78.0,75.0,,,,335,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,13.513021310396672,,,,80.75,84.0,77.0,,,,335,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,13.513021310396672,,,,78.0,85.0,75.0,,,,335,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,13.513020181129566,,,,77.5,79.0,75.0,,,,60,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,13.513019936737237,,,,76.5,77.0,76.0,,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,13.513019936737237,,,,76.0,77.0,75.0,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,13.513019936737237,,,,73.5,76.0,71.0,,,,,,,,,
