Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Yoga duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020946510984,,,,77.5,81.0,74.0,,,,1,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020946510984,,,,78.75,83.0,72.0,,,,1,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020946510984,,,,71.25,73.0,70.0,,,,1,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020946510984,,,,72.5,75.0,69.0,,,,1,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020946510984,,,,73.5,76.0,71.0,,,,1,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020946510984,,,,76.5,78.0,76.0,,,,1,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020946510984,,,,77.5,80.0,76.0,,,,1,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020946510984,,,,76.0,77.0,75.0,,,,1,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020946510984,,,,82.5,93.0,71.0,,,,1,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020946510984,,,,78.75,81.0,74.0,,,,1,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020946510984,,,,73.75,77.0,70.0,,,,1,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020946510984,,,,74.75,77.0,72.0,,,,1,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020946510984,,,,71.75,75.0,70.0,,,,1,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020946510984,,,,74.25,76.0,72.0,,,,1,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020946510984,,,,73.5,77.0,71.0,,,,1,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020946510984,,,,74.25,76.0,73.0,,,,1,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020946510984,,,,73.5,75.0,72.0,,,,1,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020946510984,,,,68.75,73.0,66.0,,,,1,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020946510984,,,,71.25,74.0,67.0,,,,1,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513020946510984,,,,76.25,87.0,72.0,,,,1,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513020946510984,,,,75.0,84.0,72.0,,,,1,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513020946510984,,,,65.5,70.0,63.0,,,,1,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513020946510984,,,,70.0,73.0,67.0,,,,1,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513020946510984,,,,68.75,72.0,67.0,,,,1,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513020946510984,,,,78.25,84.0,66.0,,,,25,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513020946510984,,,,80.0,99.0,73.0,,,,31,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513020946510984,,,,85.5,95.0,81.0,,,,15,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,1,18.375468857896028,52.62152777777778,,,95.0,97.0,92.0,,,,89,,,,,42000
07:00:00.000+05:30,07:15:00.000+05:30,15,117.70833333333334,1127.6041666666667,15.0,15,108.75,111.0,106.0,1.2528935670852661,1.2528935670852661,1.2528935670852661,1737,,,,,900000
07:15:00.000+05:30,07:30:00.000+05:30,13,104.51026033810244,984.7743055555555,13.0,13,135.5,146.0,118.0,,,,1518,,,,,786000
