Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020129246625,,,,81.25,83.0,80.0,,,,5,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020129246625,,,,75.5,78.0,74.0,,,,5,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020129246625,,,,76.75,79.0,74.0,,,,5,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020129246625,,,,84.75,88.0,81.0,,,,5,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020129246625,,,,79.25,90.0,73.0,,,,5,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020129246625,,,,74.5,81.0,71.0,,,,5,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020129246625,,,,74.25,75.0,73.0,,,,5,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020129246625,,,,72.25,73.0,71.0,,,,5,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020129246625,,,,73.5,76.0,72.0,,,,5,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020129246625,,,,75.5,78.0,70.0,,,,5,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020129246625,,,,74.25,76.0,73.0,,,,5,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020129246625,,,,72.5,76.0,68.0,,,,5,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020129246625,,,,74.25,79.0,71.0,,,,5,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020129246625,,,,80.25,84.0,74.0,,,,5,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020129246625,,,,76.0,76.0,76.0,,,,5,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020129246625,,,,72.25,78.0,68.0,,,,5,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020129246625,,,,70.5,71.0,70.0,,,,5,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020129246625,,,,69.75,77.0,63.0,,,,5,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020129246625,,,,80.0,100.0,71.0,,,,5,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513020129246625,,,,73.5,75.0,71.0,,,,5,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513020129246625,,,,70.5,73.0,68.0,,,,5,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513020129246625,,,,70.25,71.0,70.0,,,,5,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513020129246625,,,,70.5,75.0,67.0,,,,5,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513020129246625,,,,69.5,73.0,67.0,,,,5,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513020129246625,,,,72.25,77.0,61.0,,,,5,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513020129246625,,,,84.25,96.0,71.0,,,,5,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513020129246625,,,,72.0,76.0,70.0,,,,5,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513020129246625,,,,84.5,95.0,72.0,,,,5,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513020129246625,,,,70.0,72.0,69.0,,,,5,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513020129246625,,,,71.25,74.0,69.0,,,,5,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513020129246625,,,,69.0,72.0,62.0,,,,5,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513020129246625,,,,67.5,71.0,64.0,,,,5,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513020129246625,,,,72.25,74.0,67.0,,,,5,,,,,
