Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513019864832945,,,,81.25,84.0,75.0,,,,1,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513019864832945,,,,87.0,88.0,86.0,,,,1,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513019864832945,,,,86.25,91.0,80.0,,,,1,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513019864832945,,,,89.75,104.0,82.0,,,,1,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513019864832945,,,,82.5,85.0,81.0,,,,1,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019864832945,,,,80.0,81.0,79.0,,,,1,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019864832945,,,,82.25,85.0,78.0,,,,1,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019864832945,,,,83.5,86.0,80.0,,,,1,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019864832945,,,,83.5,98.0,78.0,,,,1,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019864832945,,,,79.0,83.0,73.0,,,,1,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019864832945,,,,75.0,77.0,74.0,,,,1,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019864832945,,,,77.5,79.0,76.0,,,,1,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019864832945,,,,76.5,79.0,74.0,,,,1,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019864832945,,,,71.0,72.0,69.0,,,,1,,,,,
