Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Running duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513018807466388,,,,,,,,,,8,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513018807466388,,,,74.78163382804503,81.0,74.0,,,,7,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513018807466388,,,,71.0,71.0,71.0,,,,3,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513018807466388,,,,72.0,72.0,72.0,,,,6,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513018807466388,,,,,,,,,,15,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513018807466388,,,,,,,,,,19,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513018807466388,,,,,,,,,,28,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513018807466388,,,,73.0,73.0,73.0,,,,20,,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.513018807466388,,,,,,,,,,3,,,,,
