Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms),Running duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513019682322067,,,,,,,,,,7,,,,,
