Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Yoga duration (ms),Other duration (ms)
09:00:00.000+05:30,09:15:00.000+05:30,3,13.513020538593413,604.1667805244039,6.0,3,76.75,79.0,76.0,,,,800,,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,10,13.513020181853353,2091.9899577568463,20.0,10,67.75,71.0,66.0,3.603760004043579,3.603760004043579,3.603760004043579,2732,,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513019982861499,,,,66.25,68.0,63.0,,,,40,,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513019982861499,,,,69.75,72.0,65.0,,,,40,,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513019982861499,,,,76.75,100.0,64.0,,,,40,,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,5,13.513019887771147,315.27334203454296,5.0,5,72.0,78.0,66.0,,,,557,,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,15,13.51301970640123,916.6077375092102,15.0,15,86.0,113.0,75.0,,,,1543,,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,15,17.1626817074919,857.9744857083192,13.0,13,81.0,94.0,76.0,1.0184602737426758,1.0184602737426758,1.0184602737426758,1440,,,,,,86000
11:00:00.000+05:30,11:15:00.000+05:30,15,51.70715692711753,303.00393959290875,,,112.0,128.0,100.0,,,,466,,,,,,900000
11:15:00.000+05:30,11:30:00.000+05:30,15,51.70715692711753,303.00393959290875,,,114.0,128.0,108.0,,,,466,,,,,,900000
11:30:00.000+05:30,11:45:00.000+05:30,15,51.70715692711753,303.00393959290875,,,79.25,108.0,65.0,,,,466,,,,,,900000
11:45:00.000+05:30,12:00:00.000+05:30,15,51.70715692711753,303.00393959290875,,,78.0,81.0,77.0,0.33667105436325073,0.33667105436325073,0.33667105436325073,466,,,,,,900000
12:00:00.000+05:30,12:15:00.000+05:30,15,51.70715692711753,303.00393959290875,,,65.0,66.0,63.0,,,,466,,,,,,900000
12:15:00.000+05:30,12:30:00.000+05:30,15,51.70715692711753,303.00393959290875,,,80.0,102.0,70.0,,,,466,,,,,,900000
12:30:00.000+05:30,12:45:00.000+05:30,15,39.23040567613157,297.5439787463572,,,70.5,81.0,65.0,,,,486,,,,,,606000
12:45:00.000+05:30,13:00:00.000+05:30,15,13.51302044450744,286.28977373611826,,,80.5,91.0,77.0,,,,527,,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,15,13.51302044450744,286.28977373611826,,,83.0,95.0,68.0,0.3180997371673584,0.3180997371673584,0.3180997371673584,527,,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,15,66.8759369516208,706.4454319702064,,,97.5,115.0,91.0,,,,1118,,,,,,574000
13:30:00.000+05:30,13:45:00.000+05:30,15,97.1830985915493,945.0704225352113,,,112.0,115.0,110.0,1.050078272819519,1.050078272819519,1.050078272819519,1454,,,,,,900000
13:45:00.000+05:30,14:00:00.000+05:30,15,54.69729223429999,2156.939447599474,16.0,8,117.5,125.0,113.0,3.7018704414367676,3.7018704414367676,3.7018704414367676,2914,,,,,,443000
14:00:00.000+05:30,14:15:00.000+05:30,15,13.513020426288087,1275.052832510211,6.0,3,102.25,125.0,94.0,0.9509079456329346,0.9509079456329346,0.9509079456329346,1956,,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,15,13.513020278945117,1030.1563462060299,11.0,6,80.5,85.0,77.0,,,,1658,,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,15,13.51302003749642,1315.8433422896014,30.0,15,82.0,87.0,76.0,,,,1964,,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,15,13.51302003749642,1315.8433422896014,30.0,15,78.75,80.0,75.0,1.4620481729507446,1.4620481729507446,1.4620481729507446,1964,,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,15,13.51302003749642,1315.8433422896014,30.0,15,76.5,78.0,75.0,,,,1964,,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,15,13.51302003749642,1087.358612961512,22.0,11,75.75,77.0,74.0,,,,1648,,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,15,13.51302003749642,316.52244774757264,,,82.5,86.0,81.0,,,,583,,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,15,13.51302003749642,316.52244774757264,,,78.5,80.0,76.0,0.3516916036605835,0.3516916036605835,0.3516916036605835,583,,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,15,13.51302003749642,316.52244774757264,,,76.25,80.0,67.0,,,,583,,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,15,13.513019967104086,539.6444425827158,4.0,2,84.0,99.0,74.0,,,,851,,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,15,13.51301948137721,2079.248881662854,30.0,15,81.5,90.0,76.0,,,,2701,,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,15,13.51301948137721,2079.248881662854,30.0,15,102.25,103.0,101.0,2.310276508331299,2.310276508331299,2.310276508331299,2701,,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,15,13.51301948137721,2079.248881662854,30.0,15,92.25,110.0,80.0,,,,2701,,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,15,13.51301948137721,1930.8842838525572,27.0,14,83.5,104.0,74.0,,,,2551,,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,15,13.51301948137721,785.7475929941821,,,73.75,78.0,72.0,0.8730528354644775,0.8730528354644775,0.8730528354644775,1388,,,,,,
17:45:00.000+05:30,18:00:00.000+05:30,15,13.51302006422647,1437.8629329637577,12.0,6,77.0,80.0,76.0,,,,2091,,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,15,13.513020966503236,2447.3666941929464,30.0,15,78.25,79.0,78.0,,,,3180,,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,15,13.513020966503236,2447.3666941929464,30.0,15,85.5,98.0,71.0,2.7192962169647217,2.7192962169647217,2.7192962169647217,3180,,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,15,13.513020966503236,2447.3666941929464,30.0,15,81.25,99.0,75.0,,,,3180,,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,15,13.513020999204713,3294.5013154193043,30.0,15,77.25,90.0,67.0,5.324097633361816,5.324097633361816,5.324097633361816,4281,,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,15,13.51302107108698,2278.3687704218096,30.0,15,76.25,88.0,72.0,,,,2960,,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,15,13.51302107108698,2278.3687704218096,30.0,15,74.0,77.0,72.0,2.5315208435058594,2.5315208435058594,2.5315208435058594,2960,,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,15,13.51302107108698,2278.3687704218096,30.0,15,74.5,76.0,70.0,,,,2960,,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,13.513020708028954,1700.3230885074572,21.0,11,93.0,116.0,85.0,,,,2268,,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.513019866705816,360.80385693793005,,,84.75,88.0,83.0,,,,664,,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,15,13.513019866705816,360.80385693793005,,,77.75,86.0,73.0,0.4008931815624237,0.4008931815624237,0.4008931815624237,664,,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,15,13.513019866705816,360.80385693793005,,,82.5,95.0,76.0,,,,664,,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,15,13.513020356397371,888.2831792194779,8.0,4,85.0,87.0,80.0,,,,1292,,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,15,13.513021553726707,2178.006193664247,30.0,15,83.0,89.0,79.0,,,,2830,,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,15,13.513021553726707,2178.006193664247,30.0,15,86.5,104.0,79.0,2.42000675201416,2.42000675201416,2.42000675201416,2830,,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.513021553726707,2178.006193664247,30.0,15,85.5,88.0,84.0,,,,2830,,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,15,13.513021453560164,2003.9746327294358,27.0,14,92.75,101.0,84.0,,,,2620,,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.513020490362514,330.4938102472077,,,88.25,91.0,85.0,,,,608,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.513020490362514,330.4938102472077,,,86.5,90.0,82.0,,,,608,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.513020490362514,330.4938102472077,,,88.25,96.0,77.0,0.3672153651714325,0.3672153651714325,0.3672153651714325,608,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,15,13.513020490362514,330.4938102472077,,,76.25,84.0,69.0,,,,608,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,15,13.513020490362514,330.4938102472077,,,70.25,71.0,70.0,,,,608,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,3,13.51302032161429,65.15758912092645,,,74.5,78.0,72.0,,,,120,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,13.513020280175441,,,,71.75,76.0,70.0,,,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,13.513020280175441,,,,73.0,74.0,71.0,,,,,,,,,,
