Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Yoga duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513019819544182,,,,86.0,89.0,83.0,,,,3,,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513019819544182,,,,80.0,83.0,77.0,,,,3,,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513019819544182,,,,80.75,82.0,79.0,,,,3,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513019819544182,,,,77.0,79.0,75.0,,,,3,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513019819544182,,,,80.5,87.0,77.0,,,,3,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019819544182,,,,73.0,78.0,71.0,,,,3,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019819544182,,,,76.75,80.0,75.0,,,,3,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019819544182,,,,76.25,78.0,75.0,,,,3,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019819544182,,,,76.75,78.0,75.0,,,,3,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019819544182,,,,76.25,78.0,75.0,,,,3,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019819544182,,,,73.75,75.0,72.0,,,,3,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019819544182,,,,82.75,86.0,77.0,,,,3,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019819544182,,,,73.75,79.0,70.0,,,,3,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019819544182,,,,78.5,80.0,78.0,,,,3,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513019819544182,,,,76.75,78.0,75.0,,,,3,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513019819544182,,,,83.5,94.0,73.0,,,,3,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513019819544182,,,,73.5,75.0,72.0,,,,3,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513019819544182,,,,77.25,82.0,71.0,,,,3,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513019819544182,,,,70.25,71.0,68.0,,,,3,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513019819544182,,,,69.5,71.0,68.0,,,,3,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513019819544182,,,,71.75,73.0,69.0,,,,3,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513019819544182,,,,73.75,75.0,72.0,,,,3,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513019819544182,,,,79.0,94.0,74.0,,,,3,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513019819544182,,,,74.25,86.0,69.0,,,,3,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,7,13.513020222161213,175.94334780503794,,,96.5,127.0,83.0,,,,325,,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,15,16.145987847538752,348.3039056129308,,,85.0,88.0,82.0,0.4121939539909363,0.4121939539909363,0.4121939539909363,683,,,,,55000,
06:30:00.000+05:30,06:45:00.000+05:30,15,56.5979381443299,0.0,,,99.75,108.0,95.0,0.0,0.0,0.0,683,,,,,900000,
06:45:00.000+05:30,07:00:00.000+05:30,15,127.30008738065216,1003.2540272965314,14.0,14,125.75,161.0,94.0,0.4161151349544525,0.4161151349544525,0.4161151349544525,1562,,,,,15000,838000
07:00:00.000+05:30,07:15:00.000+05:30,15,131.70923872687695,1048.4191888766106,15.0,15,130.25,133.0,126.0,1.173862338066101,1.173862338066101,1.173862338066101,1620,,,,,,876000
07:15:00.000+05:30,07:30:00.000+05:30,15,13.513021686123766,646.2130323992965,,,110.5,125.0,93.0,0.8381585478782654,0.8381585478782654,0.8381585478782654,1184,,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,15,13.513021686123766,628.4819053671148,,,94.0,102.0,86.0,0.698313295841217,0.698313295841217,0.698313295841217,1157,,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,15,13.513021431887633,1098.4817930788238,4.0,2,,,,4.9826178550720215,4.9826178550720215,4.9826178550720215,1682,,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,15,13.513020714801176,363.45647921985045,,,86.5,94.0,74.0,,,,669,,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,15,13.513020714801176,363.45647921985045,,,86.75,89.0,80.0,0.4038405418395996,0.4038405418395996,0.4038405418395996,669,,,,,,
