Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Walking duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513019777629447,,,,,,,,,,273,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513019777629447,,,,,,,,,,273,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513019777629447,,,,,,,,,,273,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513019777629447,,,,82.22720864661655,83.0,81.0,,,,135,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019777629447,,,,82.0,82.0,82.0,,,,87,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513019777629447,,,,,,,,,,87,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513019777629447,,,,81.0,81.0,81.0,,,,2,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513019777629447,,,,,,,,,,2,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513019777629447,,,,,,,,,,2,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513019777629447,,,,,,,,,,1,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513019777629447,,,,,,,,,,0,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513019777629447,,,,,,,,,,0,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513019777629447,,,,,,,,,,0,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513019777629447,,,,82.0,82.0,82.0,,,,6,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513019777629447,,,,,,,,,,28,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513019777629447,,,,,,,,,,8,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.513019777629447,,,,,,,,,,14,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.513019777629447,,,,83.0,83.0,83.0,,,,9,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.513019777629447,,,,,,,,,,6,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,13.513019777629447,,,,,,,,,,5,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,13.513019777629447,,,,,,,,,,4,,,,
17:30:00.000+05:30,17:45:00.000+05:30,12,116.23201572023177,884.7058823529412,12.0,12,,,,,,,1363,,,,720000
17:45:00.000+05:30,18:00:00.000+05:30,15,141.91176470588238,1105.8823529411766,15.0,15,,,,1.2287582159042358,1.2287582159042358,1.2287582159042358,1702,,,,900000
18:00:00.000+05:30,18:15:00.000+05:30,14,131.63986513737632,1017.4117647058824,13.0,13,140.0,140.0,140.0,4.900000095367432,4.900000095367432,4.900000095367432,1566,,,,828000
18:15:00.000+05:30,18:30:00.000+05:30,,13.513020099557032,,,,85.0,85.0,85.0,,,,6,,,,
18:30:00.000+05:30,18:45:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
18:45:00.000+05:30,19:00:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
19:45:00.000+05:30,20:00:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
20:00:00.000+05:30,20:15:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
20:15:00.000+05:30,20:30:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
20:30:00.000+05:30,20:45:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
20:45:00.000+05:30,21:00:00.000+05:30,,13.513020099557032,,,,,,,,,,7,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,13.513020099557032,,,,,,,,,,10,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,13.513020099557032,,,,,,,,,,15,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,13.513020099557032,,,,84.0,84.0,84.0,,,,1,,,,
21:45:00.000+05:30,22:00:00.000+05:30,,13.513020106020324,,,,,,,,,,0,,,,
22:00:00.000+05:30,22:15:00.000+05:30,,13.51302010805792,,,,,,,,,,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,,13.51302010805792,,,,,,,,,,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,,13.51302010805792,,,,,,,,,,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,,13.51302010805792,,,,,,,,,,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,13.51302010805792,,,,,,,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,13.51302010805792,,,,,,,,,,,,,,
