Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513019593981833,,,,77.0,80.0,74.0,,,,8,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513019593981833,,,,84.5,89.0,79.0,,,,8,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513019593981833,,,,89.75,96.0,86.0,,,,8,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513019593981833,,,,90.75,99.0,88.0,,,,8,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513019593981833,,,,82.75,91.0,79.0,,,,8,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019593981833,,,,84.75,89.0,80.0,,,,8,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019593981833,,,,83.5,86.0,82.0,,,,8,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019593981833,,,,80.5,81.0,80.0,,,,8,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019593981833,,,,77.25,81.0,75.0,,,,8,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019593981833,,,,79.0,84.0,77.0,,,,8,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019593981833,,,,85.25,91.0,80.0,,,,8,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019593981833,,,,83.25,84.0,83.0,,,,8,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019593981833,,,,78.0,84.0,75.0,,,,8,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019593981833,,,,83.5,88.0,82.0,,,,8,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513019593981833,,,,81.0,83.0,80.0,,,,8,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513019593981833,,,,77.75,86.0,75.0,,,,8,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513019593981833,,,,80.5,89.0,70.0,,,,8,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513019593981833,,,,80.5,85.0,78.0,,,,8,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513019593981833,,,,82.25,83.0,81.0,,,,8,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513019593981833,,,,80.25,83.0,74.0,,,,8,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513019593981833,,,,78.75,81.0,74.0,,,,8,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513019593981833,,,,76.75,83.0,74.0,,,,8,,,,
