Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.51302057328357,,,,78.5,88.0,74.0,,,,4,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.51302057328357,,,,71.0,76.0,69.0,,,,4,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.51302057328357,,,,74.25,76.0,72.0,,,,4,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.51302057328357,,,,73.75,79.0,72.0,,,,4,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.51302057328357,,,,84.0,93.0,71.0,,,,4,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.51302057328357,,,,76.25,80.0,70.0,,,,4,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.51302057328357,,,,78.25,82.0,73.0,,,,4,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.51302057328357,,,,85.25,91.0,82.0,,,,4,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.51302057328357,,,,72.0,73.0,71.0,,,,4,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.51302057328357,,,,73.75,77.0,71.0,,,,4,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.51302057328357,,,,74.25,76.0,73.0,,,,4,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.51302057328357,,,,70.25,72.0,69.0,,,,4,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.51302057328357,,,,77.75,84.0,68.0,,,,4,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.51302057328357,,,,73.5,75.0,71.0,,,,4,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.51302057328357,,,,74.75,77.0,72.0,,,,4,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.51302057328357,,,,71.25,78.0,68.0,,,,4,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.51302057328357,,,,75.5,83.0,73.0,,,,4,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.51302057328357,,,,68.5,71.0,64.0,,,,4,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.51302057328357,,,,64.5,67.0,63.0,,,,4,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.51302057328357,,,,63.0,64.0,60.0,,,,4,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.51302057328357,,,,69.5,72.0,68.0,,,,4,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.51302057328357,,,,71.0,72.0,70.0,,,,4,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.51302057328357,,,,70.75,72.0,69.0,,,,4,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.51302057328357,,,,70.0,72.0,69.0,,,,4,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.51302057328357,,,,73.25,75.0,72.0,,,,4,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.51302057328357,,,,67.5,72.0,65.0,,,,4,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.51302057328357,,,,78.75,88.0,66.0,,,,4,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.51302057328357,,,,79.25,84.0,72.0,,,,4,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.51302057328357,,,,85.25,93.0,76.0,,,,4,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.51302057328357,,,,77.75,80.0,73.0,,,,9,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.51302057328357,,,,86.75,91.0,84.0,,,,25,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.51302057328357,,,,86.0,96.0,72.0,,,,25,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.51302057328357,,,,75.5,78.0,70.0,,,,25,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.51302057328357,,,,74.25,81.0,70.0,,,,25,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.51302057328357,,,,68.5,72.0,66.0,,,,25,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.51302057328357,,,,65.75,68.0,65.0,,,,25,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.51302057328357,,,,77.75,97.0,71.0,,,,25,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.51302057328357,,,,86.5,94.0,80.0,,,,37,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.51302057328357,,,,75.5,79.0,71.0,,,,38,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.51302057328357,,,,79.5,90.0,70.0,,,,38,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.51302057328357,,,,77.5,80.0,76.0,,,,38,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.51302057328357,,,,79.5,82.0,77.0,,,,182,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.51302057328357,,,,100.25,106.0,88.0,,,,202,,,,
