Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513021372789442,,,,75.5,79.0,73.0,,,,17,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513021372789442,,,,81.25,91.0,76.0,,,,17,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513021372789442,,,,76.75,82.0,75.0,,,,17,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513021372789442,,,,79.5,95.0,73.0,,,,17,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020488590456,,,,87.25,94.0,77.0,,,,11,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019498515833,,,,79.0,85.0,76.0,,,,5,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019498515833,,,,75.75,77.0,74.0,,,,5,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019498515833,,,,71.25,73.0,70.0,,,,5,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019498515833,,,,71.25,74.0,70.0,,,,5,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019498515833,,,,73.5,74.0,72.0,,,,5,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019498515833,,,,78.5,79.0,77.0,,,,5,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019498515833,,,,72.0,74.0,70.0,,,,5,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019498515833,,,,77.25,78.0,76.0,,,,5,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019498515833,,,,73.5,78.0,68.0,,,,5,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513019498515833,,,,75.0,81.0,72.0,,,,5,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513019498515833,,,,76.75,81.0,74.0,,,,5,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513019498515833,,,,74.75,78.0,73.0,,,,5,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513019498515833,,,,77.0,82.0,71.0,,,,5,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513019498515833,,,,71.5,73.0,69.0,,,,5,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513019498515833,,,,68.0,69.0,66.0,,,,5,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513019498515833,,,,70.0,72.0,67.0,,,,5,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513019498515833,,,,74.25,77.0,72.0,,,,5,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513019498515833,,,,72.75,74.0,70.0,,,,5,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513019498515833,,,,70.5,72.0,67.0,,,,5,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513019498515833,,,,63.5,68.0,62.0,,,,5,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513019498515833,,,,88.25,89.0,87.0,,,,5,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513019498515833,,,,79.25,93.0,74.0,,,,5,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513019498515833,,,,73.5,83.0,69.0,,,,5,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513019498515833,,,,65.5,67.0,65.0,,,,5,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513019498515833,,,,68.5,69.0,67.0,,,,5,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513019498515833,,,,69.5,71.0,69.0,,,,5,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513019498515833,,,,71.75,82.0,68.0,,,,5,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513019498515833,,,,70.75,74.0,69.0,,,,5,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513019498515833,,,,70.75,76.0,68.0,,,,5,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513019498515833,,,,85.75,93.0,75.0,,,,65,,,
