Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
08:45:00.000+05:30,09:00:00.000+05:30,,13.513019498515833,,,,75.75,83.0,70.0,,,,74,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513019498515833,,,,,,,,,,73,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513020720790733,,,,86.0,100.0,72.0,,,,77,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.51302073481865,,,,75.5,89.0,71.0,,,,133,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.51302073481865,,,,71.75,73.0,70.0,,,,73,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513020426678615,,,,73.5,90.0,66.0,,,,129,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513020400975673,,,,75.5,86.0,70.0,,,,77,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513020400975673,,,,70.5,80.0,65.0,,,,68,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513020400975673,,,,74.25,82.0,65.0,,,,67,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513020315121867,,,,72.75,78.0,63.0,,,,76,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513020299061294,,,,67.5,70.0,63.0,,,,125,,,
11:30:00.000+05:30,11:45:00.000+05:30,1,13.513020299061294,56.36333084106445,,,66.75,75.0,63.0,1.8790283203125,1.8790283203125,1.8790283203125,204,,,
11:45:00.000+05:30,12:00:00.000+05:30,1,13.513020299061294,48.8641471862793,,,68.75,71.0,68.0,1.2468525171279907,1.2468525171279907,1.2468525171279907,148,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513020299061294,,,,66.5,75.0,61.0,,,,59,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.513020642527247,,,,87.25,92.0,74.0,,,,41,,,
12:30:00.000+05:30,12:45:00.000+05:30,,13.513021062975366,,,,79.5,93.0,71.0,,,,20,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.513021062975366,,,,76.75,80.0,70.0,,,,20,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.513021062975366,,,,72.25,79.0,68.0,,,,20,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.513021062975366,,,,75.5,88.0,68.0,,,,39,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.513021062975366,,,,80.75,82.0,78.0,,,,48,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.513021062975366,,,,93.0,99.0,83.0,,,,48,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.513021062975366,,,,77.0,87.0,71.0,,,,33,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.513021062975366,,,,82.75,97.0,76.0,,,,30,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.513021062975366,,,,80.0,83.0,77.0,,,,39,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.513021062975366,,,,75.75,80.0,74.0,,,,57,,,
15:00:00.000+05:30,15:15:00.000+05:30,,13.513021062975366,,,,81.0,97.0,75.0,,,,57,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.51302090205847,,,,92.0,97.0,77.0,,,,76,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.51302090091577,,,,73.25,76.0,67.0,,,,134,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.51302090091577,,,,70.75,72.0,70.0,,,,55,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.513021018688192,,,,83.25,88.0,69.0,,,,57,,,
16:15:00.000+05:30,16:30:00.000+05:30,,13.513021108343143,,,,82.5,91.0,79.0,,,,60,,,
16:30:00.000+05:30,16:45:00.000+05:30,,13.513021108343143,,,,73.75,77.0,72.0,,,,57,,,
16:45:00.000+05:30,17:00:00.000+05:30,,13.513021108343143,,,,83.75,94.0,71.0,,,,52,,,
17:00:00.000+05:30,17:15:00.000+05:30,,13.513021108343143,,,,84.75,90.0,82.0,,,,41,,,
17:15:00.000+05:30,17:30:00.000+05:30,,13.513021108343143,,,,73.5,77.0,72.0,,,,39,,,
17:30:00.000+05:30,17:45:00.000+05:30,,13.513021108343143,,,,74.75,77.0,70.0,,,,39,,,
17:45:00.000+05:30,18:00:00.000+05:30,,13.513020787262123,,,,74.0,75.0,73.0,,,,54,,,
18:00:00.000+05:30,18:15:00.000+05:30,,13.513020365478353,,,,70.25,73.0,68.0,,,,72,,,
18:15:00.000+05:30,18:30:00.000+05:30,,13.513020365478353,,,,79.75,86.0,72.0,,,,67,,,
18:30:00.000+05:30,18:45:00.000+05:30,,13.513020365478353,,,,76.75,80.0,73.0,,,,69,,,
18:45:00.000+05:30,19:00:00.000+05:30,,13.513020178062115,,,,70.75,72.0,69.0,,,,95,,,
19:00:00.000+05:30,19:15:00.000+05:30,,13.51301983522179,,,,73.75,77.0,66.0,,,,113,,,
19:15:00.000+05:30,19:30:00.000+05:30,,13.51301983522179,,,,91.0,102.0,73.0,,,,94,,,
19:30:00.000+05:30,19:45:00.000+05:30,1,13.51301987869365,56.28572082519531,,,82.25,86.0,75.0,1.8718852996826172,1.8718852996826172,1.8718852996826172,205,,,
19:45:00.000+05:30,20:00:00.000+05:30,5,13.513019992868147,1193.9329964414874,8.0,4,85.0,113.0,73.0,,,,1648,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.513019992868147,3314.962100916977,22.0,11,72.25,74.0,71.0,4.815916061401367,4.815916061401367,4.815916061401367,4374,,,
20:15:00.000+05:30,20:30:00.000+05:30,15,13.513019992868147,1131.960230323644,8.0,4,79.0,80.0,78.0,0.5225988626480103,0.5225988626480103,0.5225988626480103,1659,,,
20:30:00.000+05:30,20:45:00.000+05:30,15,13.513019992868147,2980.812174685704,30.0,15,81.5,89.0,79.0,3.312013626098633,3.312013626098633,3.312013626098633,3873,,,
20:45:00.000+05:30,21:00:00.000+05:30,15,13.513019993604026,971.7936447139423,6.0,3,80.75,89.0,66.0,0.4954139292240143,0.4954139292240143,0.4954139292240143,1453,,,
21:00:00.000+05:30,21:15:00.000+05:30,15,13.513019993796664,4659.69336241607,22.0,11,81.5,86.0,72.0,6.844981670379639,6.844981670379639,6.844981670379639,6118,,,
21:15:00.000+05:30,21:30:00.000+05:30,15,13.513019993796664,2881.2396361516135,30.0,15,76.5,78.0,74.0,1.8237453699111938,1.8237453699111938,1.8237453699111938,3841,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.513019993796664,5050.29717507909,30.0,15,84.5,94.0,81.0,7.125308513641357,7.125308513641357,7.125308513641357,6600,,,
21:45:00.000+05:30,22:00:00.000+05:30,15,13.513020736166112,3191.6406534944344,30.0,15,73.75,75.0,71.0,1.6229759454727173,1.6229759454727173,1.6229759454727173,4280,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.513021135097768,4375.592527931559,30.0,15,76.75,84.0,73.0,7.4022698402404785,7.4022698402404785,7.4022698402404785,5775,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.513021135097768,3946.74550765826,30.0,15,87.75,94.0,84.0,1.7759929895401,1.7759929895401,1.7759929895401,5209,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.513021135097768,4178.453807410548,30.0,15,89.25,92.0,84.0,,,,5505,,,
22:45:00.000+05:30,23:00:00.000+05:30,15,13.513021005342303,4258.720143008361,30.0,15,87.75,94.0,78.0,7.518929481506348,7.518929481506348,7.518929481506348,5601,,,
23:00:00.000+05:30,23:15:00.000+05:30,15,13.513020869166667,4036.62941581267,30.0,15,90.25,98.0,81.0,1.8069943189620972,1.8069943189620972,1.8069943189620972,5321,,,
23:15:00.000+05:30,23:30:00.000+05:30,15,13.513020869166667,4461.856785610792,30.0,15,85.5,90.0,80.0,7.599911689758301,7.599911689758301,7.599911689758301,5849,,,
23:30:00.000+05:30,23:45:00.000+05:30,15,13.513020869166667,3696.7535894798025,30.0,15,81.0,85.0,77.0,1.8787224292755127,1.8787224292755127,1.8787224292755127,4864,,,
23:45:00.000+05:30,00:00:00.000+05:30,11,13.51302052215783,4057.013722009576,20.0,10,73.5,86.0,63.0,6.708779335021973,6.708779335021973,6.708779335021973,5271,,,
