Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Yoga duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020703845426,,,,87.25,88.0,87.0,,,,115,,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020703845426,,,,83.25,85.0,78.0,,,,115,,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020703845426,,,,82.5,86.0,81.0,,,,115,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020703845426,,,,79.5,88.0,76.0,,,,115,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020703845426,,,,79.5,81.0,79.0,,,,115,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020703845426,,,,79.5,80.0,78.0,,,,115,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020703845426,,,,80.5,82.0,80.0,,,,115,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020703845426,,,,90.25,97.0,79.0,,,,115,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020703845426,,,,79.75,83.0,77.0,,,,115,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020703845426,,,,84.75,91.0,82.0,,,,115,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020703845426,,,,75.25,78.0,69.0,,,,115,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020703845426,,,,99.5,110.0,80.0,,,,115,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020703845426,,,,85.75,91.0,80.0,,,,115,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020703845426,,,,74.25,81.0,70.0,,,,115,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020703845426,,,,73.75,76.0,71.0,,,,115,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020703845426,,,,78.25,84.0,75.0,,,,115,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020703845426,,,,76.0,77.0,75.0,,,,115,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020703845426,,,,79.0,80.0,77.0,,,,115,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020703845426,,,,80.25,82.0,79.0,,,,115,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513020703845426,,,,78.5,81.0,74.0,,,,115,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513020703845426,,,,74.5,79.0,69.0,,,,115,,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513020703845426,,,,81.75,94.0,75.0,,,,115,,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513020703845426,,,,75.25,77.0,74.0,,,,115,,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513020703845426,,,,78.25,81.0,74.0,,,,115,,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513020703845426,,,,85.25,106.0,75.0,,,,115,,,,,,
