Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Yoga duration (ms)
05:30:00.000+05:30,05:45:00.000+05:30,,13.513021578055355,,,,77.75,87.0,73.0,,,,15,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513021578055355,,,,74.5,83.0,71.0,,,,15,,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513021578055355,,,,65.75,69.0,64.0,,,,15,,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513021578055355,,,,67.0,71.0,65.0,,,,15,,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513021578055355,,,,66.5,68.0,64.0,,,,15,,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513021578055355,,,,69.0,79.0,65.0,,,,15,,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513021578055355,,,,81.0,90.0,68.0,,,,15,,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513021578055355,,,,71.5,82.0,67.0,,,,15,,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513021578055355,,,,77.75,79.0,76.0,,,,15,,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513021578055355,,,,80.75,88.0,73.0,,,,15,,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513021578055355,,,,79.75,100.0,69.0,,,,15,,,,,
08:15:00.000+05:30,08:30:00.000+05:30,3,24.74148721377447,0.0,,,85.5,90.0,81.0,,,,133,,,,,196000
08:30:00.000+05:30,08:45:00.000+05:30,15,53.78654841168961,76.47632699728602,,,92.0,108.0,78.0,0.0,0.0,0.0,643,,,,,703000
08:45:00.000+05:30,09:00:00.000+05:30,15,13.513019654653279,349.38423501298183,,,122.0,133.0,112.0,,,,643,,,,,
09:00:00.000+05:30,09:15:00.000+05:30,15,13.513019654653279,349.38423501298183,,,121.0,121.0,121.0,0.3882046937942505,0.3882046937942505,0.3882046937942505,643,,,,,
09:15:00.000+05:30,09:30:00.000+05:30,15,13.513019654653279,349.38423501298183,,,120.0,120.0,120.0,,,,643,,,,,
09:30:00.000+05:30,09:45:00.000+05:30,15,13.513019654653279,531.2495720599676,2.0,1,72.0,72.0,72.0,3.6977956295013428,3.6977956295013428,3.6977956295013428,868,,,,,
09:45:00.000+05:30,10:00:00.000+05:30,15,13.51302077351699,605.6352499423888,2.0,1,69.25,71.0,68.0,,,,1009,,,,,
10:00:00.000+05:30,10:15:00.000+05:30,15,13.51302084305009,436.4496956531274,,,86.25,90.0,77.0,,,,803,,,,,
10:15:00.000+05:30,10:30:00.000+05:30,15,13.51302084305009,436.4496956531274,,,84.75,86.0,83.0,0.48494407534599304,0.48494407534599304,0.48494407534599304,803,,,,,
10:30:00.000+05:30,10:45:00.000+05:30,15,13.51302084305009,436.4496956531274,,,84.5,88.0,80.0,,,,803,,,,,
10:45:00.000+05:30,11:00:00.000+05:30,15,13.513019968140036,380.1578283098267,,,81.5,97.0,73.0,,,,699,,,,,
11:00:00.000+05:30,11:15:00.000+05:30,15,13.513019798531031,369.245154998295,,,82.5,86.0,77.0,0.41027241945266724,0.41027241945266724,0.41027241945266724,680,,,,,
11:15:00.000+05:30,11:30:00.000+05:30,15,13.513019798531031,369.245154998295,,,78.25,80.0,76.0,,,,680,,,,,
11:30:00.000+05:30,11:45:00.000+05:30,15,13.513021289661209,443.23758708549985,,,82.25,85.0,80.0,,,,816,,,,,
11:45:00.000+05:30,12:00:00.000+05:30,15,13.513021373840495,447.41470740071026,,,77.0,79.0,71.0,,,,824,,,,,
12:00:00.000+05:30,12:15:00.000+05:30,15,13.513021373840495,447.41470740071026,,,83.0,94.0,70.0,0.4971274435520172,0.4971274435520172,0.4971274435520172,824,,,,,
12:15:00.000+05:30,12:30:00.000+05:30,15,13.513021373840495,447.41470740071026,,,75.75,84.0,72.0,,,,824,,,,,
12:30:00.000+05:30,12:45:00.000+05:30,15,13.513019420835725,274.9926514535898,,,68.75,70.0,68.0,,,,506,,,,,
12:45:00.000+05:30,13:00:00.000+05:30,15,13.513019303375971,264.62265523176535,,,71.5,72.0,70.0,,,,487,,,,,
13:00:00.000+05:30,13:15:00.000+05:30,15,13.513019303375971,264.62265523176535,,,70.75,75.0,69.0,0.29402515292167664,0.29402515292167664,0.29402515292167664,487,,,,,
13:15:00.000+05:30,13:30:00.000+05:30,15,13.513019303375971,264.62265523176535,,,72.75,79.0,70.0,,,,487,,,,,
13:30:00.000+05:30,13:45:00.000+05:30,15,13.513019303375971,426.9441973929186,,,74.75,78.0,73.0,,,,786,,,,,
13:45:00.000+05:30,14:00:00.000+05:30,15,13.513019303375971,443.1568913772941,,,76.25,77.0,75.0,,,,816,,,,,
14:00:00.000+05:30,14:15:00.000+05:30,15,13.513019303375971,443.1568913772941,,,98.5,108.0,79.0,0.4923965334892273,0.4923965334892273,0.4923965334892273,816,,,,,
14:15:00.000+05:30,14:30:00.000+05:30,15,13.513019303375971,443.1568913772941,,,91.25,101.0,84.0,,,,816,,,,,
14:30:00.000+05:30,14:45:00.000+05:30,15,13.513019622478751,286.31303809355035,,,86.25,87.0,86.0,,,,527,,,,,
14:45:00.000+05:30,15:00:00.000+05:30,15,13.513019671246532,262.3429335075542,,,80.75,86.0,72.0,,,,483,,,,,
15:00:00.000+05:30,15:15:00.000+05:30,15,13.513019671246532,262.3429335075542,,,79.25,81.0,78.0,0.29149216413497925,0.29149216413497925,0.29149216413497925,483,,,,,
15:15:00.000+05:30,15:30:00.000+05:30,15,13.513019671246532,262.3429335075542,,,85.0,92.0,82.0,,,,483,,,,,
15:30:00.000+05:30,15:45:00.000+05:30,15,13.513020361426781,402.6319976705868,,,87.25,100.0,83.0,,,,741,,,,,
15:45:00.000+05:30,16:00:00.000+05:30,15,13.513020535811446,438.07818928335683,,,79.0,82.0,77.0,,,,806,,,,,
16:00:00.000+05:30,16:15:00.000+05:30,15,13.513020535811446,438.07818928335683,,,80.25,81.0,78.0,0.48675352334976196,0.48675352334976196,0.48675352334976196,806,,,,,
16:15:00.000+05:30,16:30:00.000+05:30,15,13.513020535811446,438.07818928335683,,,78.0,83.0,76.0,,,,806,,,,,
16:30:00.000+05:30,16:45:00.000+05:30,15,13.513020535811446,307.4159200801845,,,80.0,83.0,75.0,,,,566,,,,,
16:45:00.000+05:30,17:00:00.000+05:30,15,13.513020535811446,253.9647078669895,,,68.75,75.0,66.0,,,,467,,,,,
17:00:00.000+05:30,17:15:00.000+05:30,15,13.513020535811446,253.9647078669895,,,85.0,100.0,74.0,0.2822719216346741,0.2822719216346741,0.2822719216346741,467,,,,,
17:15:00.000+05:30,17:30:00.000+05:30,15,13.513020535811446,253.9647078669895,,,81.0,94.0,74.0,,,,467,,,,,
17:30:00.000+05:30,17:45:00.000+05:30,15,34.350936708097876,539.8884965299525,4.0,3,131.5,160.0,100.0,1.6597224473953247,1.6597224473953247,1.6597224473953247,919,,,,144000,
17:45:00.000+05:30,18:00:00.000+05:30,15,13.513019922862123,427.0726698924569,,,88.5,93.0,82.0,,,,786,,,,,
18:00:00.000+05:30,18:15:00.000+05:30,15,13.513019922862123,427.0726698924569,,,85.75,92.0,78.0,0.47452521324157715,0.47452521324157715,0.47452521324157715,786,,,,,
18:15:00.000+05:30,18:30:00.000+05:30,15,13.513019922862123,427.0726698924569,,,75.25,85.0,70.0,,,,786,,,,,
18:30:00.000+05:30,18:45:00.000+05:30,15,13.513019981243879,376.81953977580713,,,87.5,102.0,82.0,,,,694,,,,,
18:45:00.000+05:30,19:00:00.000+05:30,15,13.513020108994802,266.85567004129354,,,72.0,75.0,67.0,,,,491,,,,,
19:00:00.000+05:30,19:15:00.000+05:30,15,13.513020108994802,266.85567004129354,,,77.25,83.0,71.0,0.2965063154697418,0.2965063154697418,0.2965063154697418,491,,,,,
19:15:00.000+05:30,19:30:00.000+05:30,15,13.513020108994802,266.85567004129354,,,76.5,91.0,71.0,,,,491,,,,,
19:30:00.000+05:30,19:45:00.000+05:30,15,13.513020244122437,323.49234534636116,,,73.5,77.0,71.0,,,,595,,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,13.51302054025169,447.61037578546063,,,95.25,101.0,79.0,,,,824,,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.51302054025169,447.61037578546063,,,88.0,95.0,77.0,0.49734485149383545,0.49734485149383545,0.49734485149383545,824,,,,,
20:15:00.000+05:30,20:30:00.000+05:30,15,13.51302054025169,447.61037578546063,,,83.5,88.0,75.0,,,,824,,,,,
20:30:00.000+05:30,20:45:00.000+05:30,15,13.513020238508584,388.518215453895,,,77.25,83.0,74.0,,,,715,,,,,
20:45:00.000+05:30,21:00:00.000+05:30,15,13.513019572474963,258.08486075429977,,,82.0,87.0,79.0,,,,475,,,,,
21:00:00.000+05:30,21:15:00.000+05:30,15,13.513019572474963,258.08486075429977,,,79.25,87.0,74.0,0.28676095604896545,0.28676095604896545,0.28676095604896545,475,,,,,
21:15:00.000+05:30,21:30:00.000+05:30,15,13.513019572474963,258.08486075429977,,,90.25,95.0,84.0,,,,475,,,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.51301976384585,288.37693241847563,,,82.5,100.0,75.0,,,,531,,,,,
21:45:00.000+05:30,22:00:00.000+05:30,15,13.513020662783129,430.6695899257665,,,81.5,84.0,78.0,,,,793,,,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.513020662783129,430.6695899257665,,,86.5,97.0,77.0,0.47852176427841187,0.47852176427841187,0.47852176427841187,793,,,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.513020662783129,430.6695899257665,,,84.75,93.0,76.0,,,,793,,,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.513020662783129,427.7163746415205,,,83.0,88.0,80.0,,,,788,,,,,
22:45:00.000+05:30,23:00:00.000+05:30,15,13.513020662783129,252.45490869863838,,,80.0,87.0,77.0,,,,465,,,,,
23:00:00.000+05:30,23:15:00.000+05:30,15,13.513020662783129,252.45490869863838,,,83.0,85.0,82.0,,,,465,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,15,13.513020662783129,252.45490869863838,,,78.75,84.0,74.0,0.2805054485797882,0.2805054485797882,0.2805054485797882,465,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,15,13.513020662783129,252.45490869863838,,,90.5,98.0,87.0,,,,465,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,3,13.513020242324945,53.50557385504352,,,86.5,98.0,81.0,,,,98,,,,,
