Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020133970105,,,,74.25,79.0,71.0,,,,261,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020133970105,,,,84.75,88.0,81.0,,,,261,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020133970105,,,,84.0,85.0,82.0,,,,261,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020133970105,,,,81.5,83.0,80.0,,,,261,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020133970105,,,,86.75,89.0,86.0,,,,261,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020133970105,,,,86.25,93.0,77.0,,,,261,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020133970105,,,,86.5,88.0,84.0,,,,261,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020133970105,,,,83.5,84.0,83.0,,,,261,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020133970105,,,,79.0,83.0,76.0,,,,261,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020133970105,,,,80.5,81.0,79.0,,,,261,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020133970105,,,,76.0,78.0,74.0,,,,261,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020133970105,,,,73.75,78.0,71.0,,,,261,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020133970105,,,,77.25,81.0,74.0,,,,261,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020133970105,,,,76.75,77.0,76.0,,,,261,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020133970105,,,,82.5,99.0,73.0,,,,261,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020133970105,,,,86.5,92.0,78.0,,,,261,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020133970105,,,,76.5,85.0,73.0,,,,261,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020133970105,,,,70.75,73.0,64.0,,,,261,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020133970105,,,,71.75,79.0,68.0,,,,261,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513020133970105,,,,68.0,70.0,66.0,,,,261,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513020133970105,,,,73.0,78.0,66.0,,,,261,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513020133970105,,,,74.25,75.0,72.0,,,,261,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513020133970105,,,,73.25,78.0,70.0,,,,261,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513020133970105,,,,71.75,89.0,65.0,,,,261,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513020133970105,,,,85.0,98.0,68.0,,,,261,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513020133970105,,,,83.0,84.0,82.0,,,,261,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513020133970105,,,,103.0,103.0,103.0,,,,261,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513020133970105,,,,170.75,189.0,162.0,,,,261,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513020133970105,,,,158.25,169.0,150.0,,,,261,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513020133970105,,,,137.75,154.0,93.0,,,,261,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513020133970105,,,,88.25,94.0,77.0,,,,261,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513020133970105,,,,84.0,84.0,84.0,,,,261,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513020133970105,,,,79.5,83.0,75.0,,,,261,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513020133970105,,,,80.0,82.0,75.0,,,,261,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513020133970105,,,,71.75,75.0,69.0,,,,261,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513020133970105,,,,81.25,85.0,72.0,,,,261,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513020133970105,,,,78.5,83.0,74.0,,,,261,,,
