Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.51302051900715,,,,78.0,82.0,67.0,,,,3,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.51302051900715,,,,74.75,79.0,72.0,,,,3,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.51302051900715,,,,76.75,92.0,71.0,,,,3,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.51302051900715,,,,69.5,72.0,68.0,,,,3,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.51302051900715,,,,81.0,95.0,66.0,,,,3,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.51302051900715,,,,69.5,70.0,68.0,,,,3,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.51302051900715,,,,71.0,72.0,69.0,,,,3,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.51302051900715,,,,69.75,71.0,69.0,,,,3,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.51302051900715,,,,72.5,79.0,70.0,,,,3,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.51302051900715,,,,78.25,80.0,75.0,,,,3,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.51302051900715,,,,76.75,78.0,76.0,,,,3,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.51302051900715,,,,86.5,101.0,69.0,,,,3,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.51302051900715,,,,75.5,88.0,71.0,,,,3,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.51302051900715,,,,73.0,75.0,72.0,,,,3,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.51302051900715,,,,70.5,74.0,68.0,,,,3,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.51302051900715,,,,68.5,71.0,65.0,,,,3,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.51302051900715,,,,68.5,70.0,65.0,,,,3,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.51302051900715,,,,72.5,75.0,67.0,,,,3,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.51302051900715,,,,72.0,73.0,71.0,,,,3,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.51302051900715,,,,70.5,73.0,69.0,,,,3,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.51302051900715,,,,69.75,71.0,69.0,,,,3,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.51302051900715,,,,64.75,71.0,58.0,,,,3,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.51302051900715,,,,74.75,80.0,69.0,,,,3,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.51302051900715,,,,66.25,75.0,63.0,,,,3,,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.51302051900715,,,,74.5,79.0,69.0,,,,3,,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.51302051900715,,,,67.25,70.0,66.0,,,,3,,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.51302051900715,,,,64.0,68.0,62.0,,,,3,,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.51302051900715,,,,66.0,77.0,59.0,,,,3,,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.51302051900715,,,,67.0,68.0,64.0,,,,3,,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.51302051900715,,,,68.0,71.0,65.0,,,,3,,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.51302051900715,,,,79.25,92.0,64.0,,,,3,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.51302051900715,,,,69.0,70.0,68.0,,,,3,,,,
08:00:00.000+05:30,08:15:00.000+05:30,2,13.513020496857296,43.21755058008926,,,78.25,82.0,71.0,,,,83,,,,
08:15:00.000+05:30,08:30:00.000+05:30,15,30.655641407950043,528.2178343965725,3.0,2,87.0,99.0,79.0,,,,915,,,,100000
08:30:00.000+05:30,08:45:00.000+05:30,15,97.51186330381536,1018.7980801277288,16.0,8,159.5,169.0,141.0,1.7050848007202148,1.7050848007202148,1.7050848007202148,1596,,,,490000
08:45:00.000+05:30,09:00:00.000+05:30,15,13.513019488738987,402.3802420331707,,,79.0,98.0,71.0,0.44708913564682007,0.44708913564682007,0.44708913564682007,741,,,,
09:00:00.000+05:30,09:15:00.000+05:30,14,13.513019488738987,368.82351820423554,,,105.75,112.0,89.0,,,,681,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513019488738987,,,,110.75,113.0,104.0,,,,28,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513019488738987,,,,95.75,97.0,92.0,,,,28,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513019488738987,,,,84.0,93.0,70.0,,,,28,,,,
10:00:00.000+05:30,10:15:00.000+05:30,1,13.513019488738987,25.537630300404594,,,68.75,72.0,67.0,,,,73,,,,
10:15:00.000+05:30,10:30:00.000+05:30,15,13.513019488738987,404.85938471664844,,,89.75,94.0,83.0,,,,745,,,,
10:30:00.000+05:30,10:45:00.000+05:30,15,13.513019488738987,404.85938471664844,,,72.0,77.0,66.0,0.44984376430511475,0.44984376430511475,0.44984376430511475,745,,,,
10:45:00.000+05:30,11:00:00.000+05:30,15,13.513019488738987,404.85938471664844,,,66.25,72.0,63.0,,,,745,,,,
11:00:00.000+05:30,11:15:00.000+05:30,14,13.513019488738987,379.34649582308765,,,67.25,74.0,63.0,,,,700,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513019488738987,,,,74.75,105.0,63.0,,,,27,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513019488738987,,,,73.25,82.0,63.0,,,,27,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513019488738987,,,,69.25,79.0,66.0,,,,27,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513019488738987,,,,79.75,90.0,65.0,,,,27,,,,
12:15:00.000+05:30,12:30:00.000+05:30,15,13.513019488738987,395.70157952416713,,,92.75,104.0,78.0,,,,729,,,,
12:30:00.000+05:30,12:45:00.000+05:30,15,13.513019488738987,404.84937609331564,,,76.5,81.0,67.0,,,,745,,,,
12:45:00.000+05:30,13:00:00.000+05:30,15,13.513019488738987,404.84937609331564,,,73.0,99.0,64.0,0.4498326778411865,0.4498326778411865,0.4498326778411865,745,,,,
13:00:00.000+05:30,13:15:00.000+05:30,15,13.513019488738987,404.84937609331564,,,84.0,90.0,72.0,,,,745,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.513019488738987,9.21257246932345,,,77.0,80.0,71.0,,,,44,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.513019488738987,,,,86.0,93.0,80.0,,,,28,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.513019488738987,,,,81.5,84.0,79.0,,,,28,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.513019488738987,,,,79.5,80.0,78.0,,,,28,,,,
14:15:00.000+05:30,14:30:00.000+05:30,15,13.513019488738987,395.48551815905176,,,87.75,92.0,82.0,,,,729,,,,
14:30:00.000+05:30,14:45:00.000+05:30,15,13.513019488738987,404.72447861817443,,,89.75,94.0,81.0,,,,745,,,,
14:45:00.000+05:30,15:00:00.000+05:30,15,13.513019488738987,404.72447861817443,,,86.25,95.0,81.0,0.44969385862350464,0.44969385862350464,0.44969385862350464,745,,,,
15:00:00.000+05:30,15:15:00.000+05:30,15,13.513019488738987,404.72447861817443,,,81.25,91.0,72.0,,,,745,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.513019488738987,9.803326259862446,,,74.75,81.0,72.0,,,,45,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.513019488738987,,,,77.75,79.0,77.0,,,,28,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.513019488738987,,,,73.25,76.0,71.0,,,,28,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.513019488738987,,,,78.75,79.0,78.0,,,,28,,,,
16:15:00.000+05:30,16:30:00.000+05:30,14,13.513019488738987,387.8493500791858,,,82.25,83.0,81.0,,,,715,,,,
16:30:00.000+05:30,16:45:00.000+05:30,15,13.513019488738987,399.1866957801141,,,80.25,81.0,78.0,,,,735,,,,
16:45:00.000+05:30,17:00:00.000+05:30,15,13.513019488738987,399.1866957801141,,,79.0,79.0,79.0,0.4435407817363739,0.4435407817363739,0.4435407817363739,735,,,,
17:00:00.000+05:30,17:15:00.000+05:30,15,13.513019488738987,399.1866957801141,,,77.5,78.0,76.0,,,,735,,,,
17:15:00.000+05:30,17:30:00.000+05:30,1,13.513019488738987,34.05284285390918,,,83.25,94.0,73.0,,,,152,,,,
17:30:00.000+05:30,17:45:00.000+05:30,12,14.659391025480728,1806.0700927734374,23.0,12,83.25,87.0,77.0,2.6142308712005615,2.6142308712005615,2.6142308712005615,2372,,,,6000
17:45:00.000+05:30,18:00:00.000+05:30,15,185.46875,1564.21875,30.0,15,145.25,169.0,86.0,,,,2327,,,,900000
18:00:00.000+05:30,18:15:00.000+05:30,15,185.46875,1564.21875,30.0,15,168.75,170.0,167.0,,,,2327,,,,900000
18:15:00.000+05:30,18:30:00.000+05:30,15,185.46875,1564.21875,30.0,15,164.5,167.0,163.0,,,,2327,,,,900000
18:30:00.000+05:30,18:45:00.000+05:30,15,185.46875,1564.21875,30.0,15,154.75,167.0,143.0,1.7380207777023315,1.7380207777023315,1.7380207777023315,2327,,,,900000
18:45:00.000+05:30,19:00:00.000+05:30,15,185.46875,1564.21875,30.0,15,161.0,164.0,159.0,,,,2327,,,,900000
19:00:00.000+05:30,19:15:00.000+05:30,15,185.46875,1564.21875,30.0,15,144.0,160.0,129.0,,,,2327,,,,900000
19:15:00.000+05:30,19:30:00.000+05:30,15,81.14893988607977,1376.1490048157016,21.0,15,163.75,167.0,160.0,1.3935706615447998,1.3935706615447998,1.3935706615447998,2070,,,,354000
19:30:00.000+05:30,19:45:00.000+05:30,15,13.513019042988644,2289.7879458397074,26.0,15,85.5,92.0,82.0,,,,3053,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,13.513019042988644,2705.4492172051105,30.0,15,84.0,88.0,82.0,,,,3515,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.513019042988644,2705.4492172051105,30.0,15,92.0,99.0,81.0,3.006054401397705,3.006054401397705,3.006054401397705,3515,,,,
20:15:00.000+05:30,20:30:00.000+05:30,15,13.513019042988644,2510.777677631675,30.0,15,81.0,86.0,77.0,,,,3290,,,,
20:30:00.000+05:30,20:45:00.000+05:30,15,13.513019042988644,1584.6074194499884,30.0,15,78.25,86.0,67.0,,,,2216,,,,
20:45:00.000+05:30,21:00:00.000+05:30,15,13.513019042988644,1584.6074194499884,30.0,15,95.25,99.0,87.0,1.7606749534606934,1.7606749534606934,1.7606749534606934,2216,,,,
21:00:00.000+05:30,21:15:00.000+05:30,15,13.513019042988644,1584.6074194499884,30.0,15,79.5,87.0,76.0,,,,2216,,,,
21:15:00.000+05:30,21:30:00.000+05:30,15,13.51302022660612,3525.9917459704366,30.0,15,86.0,100.0,81.0,,,,4642,,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.513020965794743,4738.4182532933655,30.0,15,93.75,100.0,85.0,5.264909267425537,5.264909267425537,5.264909267425537,6156,,,,
21:45:00.000+05:30,22:00:00.000+05:30,15,13.5130208656454,2843.9236005924813,22.0,15,82.75,86.0,80.0,,,,3842,,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.513020782541835,1271.8787491462429,15.0,15,88.5,91.0,81.0,,,,1921,,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.513020782541835,1271.8787491462429,15.0,15,81.75,89.0,79.0,1.4131985902786255,1.4131985902786255,1.4131985902786255,1921,,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.513020782541835,1271.8787491462429,15.0,15,84.75,87.0,81.0,,,,1921,,,,
22:45:00.000+05:30,23:00:00.000+05:30,9,13.513020898371517,709.5783277514686,8.0,8,78.5,86.0,68.0,,,,1072,,,,
23:00:00.000+05:30,23:15:00.000+05:30,,13.51302104453935,,,,88.25,93.0,82.0,,,,,,,,
23:15:00.000+05:30,23:30:00.000+05:30,,13.51302104453935,,,,81.25,84.0,77.0,,,,,,,,
23:30:00.000+05:30,23:45:00.000+05:30,,13.51302104453935,,,,73.75,80.0,71.0,,,,,,,,
23:45:00.000+05:30,00:00:00.000+05:30,,13.51302104453935,,,,79.0,79.0,79.0,,,,,,,,
