Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Yoga duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020082291316,,,,75.0,81.0,71.0,,,,1,,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020082291316,,,,72.5,74.0,71.0,,,,1,,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020082291316,,,,76.25,78.0,73.0,,,,1,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020082291316,,,,80.0,84.0,75.0,,,,1,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020082291316,,,,80.0,81.0,79.0,,,,1,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020082291316,,,,83.5,91.0,80.0,,,,1,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020082291316,,,,78.5,84.0,74.0,,,,1,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020082291316,,,,72.0,78.0,70.0,,,,1,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020082291316,,,,71.5,73.0,70.0,,,,1,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020082291316,,,,72.5,74.0,71.0,,,,1,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020082291316,,,,68.75,71.0,68.0,,,,1,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020082291316,,,,66.75,70.0,65.0,,,,1,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020082291316,,,,66.75,70.0,64.0,,,,1,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020082291316,,,,68.5,70.0,68.0,,,,1,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020082291316,,,,78.5,87.0,68.0,,,,1,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020082291316,,,,68.0,69.0,66.0,,,,1,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020082291316,,,,65.5,68.0,61.0,,,,1,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020082291316,,,,75.5,97.0,67.0,,,,1,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020082291316,,,,67.75,70.0,63.0,,,,1,,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513020082291316,,,,71.75,74.0,65.0,,,,1,,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513020082291316,,,,71.75,75.0,67.0,,,,1,,,,,,
