Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020194445264,,,,77.0,79.0,75.0,,,,58,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020194445264,,,,79.0,83.0,77.0,,,,58,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020194445264,,,,81.0,86.0,78.0,,,,58,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020194445264,,,,80.5,84.0,72.0,,,,58,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020194445264,,,,75.5,84.0,72.0,,,,58,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020194445264,,,,75.5,77.0,73.0,,,,58,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020194445264,,,,76.75,79.0,72.0,,,,58,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020194445264,,,,80.25,84.0,77.0,,,,58,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020194445264,,,,71.5,83.0,67.0,,,,58,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020194445264,,,,71.25,76.0,67.0,,,,58,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020194445264,,,,78.75,84.0,75.0,,,,58,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020194445264,,,,73.25,77.0,70.0,,,,58,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020194445264,,,,76.75,79.0,73.0,,,,58,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020194445264,,,,77.5,93.0,72.0,,,,58,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020194445264,,,,75.0,75.0,75.0,,,,58,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020194445264,,,,74.75,76.0,74.0,,,,58,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020194445264,,,,70.75,72.0,68.0,,,,58,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020194445264,,,,67.25,72.0,65.0,,,,58,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020194445264,,,,77.5,83.0,65.0,,,,58,,,,,
