Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
12:30:00.000+05:30,12:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
15:00:00.000+05:30,15:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
16:15:00.000+05:30,16:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
16:30:00.000+05:30,16:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
16:45:00.000+05:30,17:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
17:00:00.000+05:30,17:15:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
17:15:00.000+05:30,17:30:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
17:30:00.000+05:30,17:45:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
17:45:00.000+05:30,18:00:00.000+05:30,,13.408852941357463,,,,,,,,,,0,,,
18:00:00.000+05:30,18:15:00.000+05:30,,13.408852941357463,,,,71.0,71.0,71.0,,,,1,55.900001525878906,55.900001525878906,55.900001525878906
18:15:00.000+05:30,18:30:00.000+05:30,,13.408852941357463,,,,,,,,,,2,,,
18:30:00.000+05:30,18:45:00.000+05:30,,13.408852941357463,,,,,,,,,,2,,,
18:45:00.000+05:30,19:00:00.000+05:30,,13.408852941357463,,,,,,,,,,2,,,
19:00:00.000+05:30,19:15:00.000+05:30,,13.408852941357463,,,,70.49829336207671,72.0,69.0,,,,2,,,
19:15:00.000+05:30,19:30:00.000+05:30,,13.408852941357463,,,,78.99711674357528,80.0,78.0,,,,2,,,
19:30:00.000+05:30,19:45:00.000+05:30,,13.408852941357463,,,,,,,,,,1,,,
19:45:00.000+05:30,20:00:00.000+05:30,,13.408852941357463,,,,,,,,,,3,,,
