Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms),Yoga duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513018826461975,,,,79.75,89.0,76.0,,,,1,,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513018826461975,,,,88.25,96.0,77.0,,,,1,,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513018826461975,,,,78.75,84.0,69.0,,,,1,,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513018826461975,,,,80.75,83.0,80.0,,,,1,,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513018826461975,,,,79.5,86.0,76.0,,,,1,,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513018826461975,,,,78.5,79.0,78.0,,,,1,,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513018826461975,,,,75.0,77.0,73.0,,,,1,,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513018826461975,,,,79.75,81.0,77.0,,,,1,,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513018826461975,,,,79.5,81.0,76.0,,,,1,,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513018826461975,,,,75.25,77.0,73.0,,,,1,,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513018826461975,,,,72.25,77.0,68.0,,,,1,,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513018826461975,,,,80.25,95.0,75.0,,,,1,,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513018826461975,,,,74.5,78.0,70.0,,,,1,,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513018826461975,,,,73.0,76.0,71.0,,,,1,,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513018826461975,,,,73.75,78.0,71.0,,,,1,,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513018826461975,,,,70.25,77.0,64.0,,,,1,,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513018826461975,,,,72.0,74.0,70.0,,,,1,,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513018826461975,,,,70.0,71.0,68.0,,,,1,,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513018826461975,,,,80.0,87.0,72.0,,,,1,,,,,,
