Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Yoga duration (ms),Other duration (ms)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513019513812655,,,,76.75,78.0,74.0,,,,5,,,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513019513812655,,,,73.25,75.0,72.0,,,,5,,,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513019513812655,,,,71.75,73.0,71.0,,,,5,,,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513019513812655,,,,72.25,75.0,68.0,,,,5,,,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513019513812655,,,,72.75,73.0,72.0,,,,5,,,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513019513812655,,,,75.5,79.0,74.0,,,,5,,,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513019513812655,,,,77.75,92.0,73.0,,,,5,,,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513019513812655,,,,80.25,86.0,76.0,,,,5,,,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513019513812655,,,,71.75,78.0,66.0,,,,5,,,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513019513812655,,,,81.0,82.0,80.0,,,,5,,,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513019513812655,,,,75.25,78.0,73.0,,,,5,,,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513019513812655,,,,76.0,84.0,72.0,,,,5,,,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513019513812655,,,,78.75,80.0,77.0,,,,5,,,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513019513812655,,,,75.5,76.0,74.0,,,,5,,,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513019513812655,,,,81.25,92.0,72.0,,,,5,,,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513019513812655,,,,77.0,80.0,72.0,,,,5,,,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513019513812655,,,,68.0,71.0,67.0,,,,5,,,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513019513812655,,,,70.25,72.0,69.0,,,,5,,,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513019513812655,,,,70.5,73.0,69.0,,,,5,,,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513019513812655,,,,71.75,75.0,68.0,,,,5,,,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513019513812655,,,,68.0,71.0,65.0,,,,5,,,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513019513812655,,,,75.0,77.0,71.0,,,,5,,,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513019513812655,,,,86.0,97.0,74.0,,,,5,,,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513019513812655,,,,79.25,102.0,71.0,,,,5,,,,,
