Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms)
07:30:00.000+05:30,07:45:00.000+05:30,,13.513020723439173,,,,71.25,74.0,70.0,,,,1,,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513020723439173,,,,67.5,68.0,67.0,,,,1,,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513020723439173,,,,76.75,86.0,67.0,,,,19,,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513020723439173,,,,77.0,79.0,75.0,,,,27,,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513020723439173,,,,78.0,78.0,78.0,,,,27,,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513020723439173,,,,72.5,90.0,65.0,,,,27,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513020723439173,,,,70.25,72.0,68.0,,,,41,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513020723439173,,,,66.5,68.0,64.0,,,,86,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513020723439173,,,,70.75,81.0,67.0,,,,51,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513020723439173,,,,69.75,78.0,67.0,,,,15,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513020723439173,,,,77.0,86.0,67.0,,,,15,,,,
10:15:00.000+05:30,10:30:00.000+05:30,2,13.513020723439173,59.75875473022461,,,70.75,75.0,68.0,0.4936170279979706,0.4936170279979706,0.4936170279979706,135,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513020723439173,,,,69.5,71.0,66.0,,,,69,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513020723439173,,,,70.75,72.0,69.0,,,,79,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513020723439173,,,,69.5,72.0,63.0,,,,20,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513020723439173,,,,69.0,72.0,66.0,,,,20,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513020723439173,,,,62.75,69.0,58.0,,,,106,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513020723439173,,,,74.25,77.0,72.0,,,,51,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513020723439173,,,,77.25,82.0,71.0,,,,106,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.513020723439173,,,,73.5,77.0,65.0,,,,51,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,13.513020723439173,,,,63.75,66.0,57.0,,,,107,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.513020723439173,,,,67.75,79.0,58.0,,,,51,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.513020723439173,,,,75.25,84.0,63.0,,,,91,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.513020723439173,,,,84.75,91.0,82.0,,,,59,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.513020723439173,,,,69.25,77.0,64.0,,,,61,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.513020723439173,,,,71.5,78.0,68.0,,,,65,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.513020723439173,,,,76.0,81.0,74.0,,,,52,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.513020723439173,,,,71.5,77.0,69.0,,,,92,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.513020723439173,,,,72.75,81.0,69.0,,,,44,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.513020723439173,,,,74.75,80.0,71.0,,,,63,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,13.513020723439173,,,,72.75,74.0,70.0,,,,66,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.513020723439173,,,,74.0,89.0,61.0,,,,27,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.513020723439173,,,,80.5,82.0,77.0,,,,51,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.513020723439173,,,,73.5,78.0,70.0,,,,78,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.513020723439173,,,,73.5,84.0,66.0,,,,49,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,13.513020723439173,7.5992591690986036,,,72.5,77.0,67.0,,,,119,,,,
16:30:00.000+05:30,16:45:00.000+05:30,1,13.513020723439173,18.47728845358206,,,67.25,71.0,64.0,0.45992007851600647,0.45992007851600647,0.45992007851600647,139,,,,
16:45:00.000+05:30,17:00:00.000+05:30,1,13.513020723439173,26.076547622680664,,,66.0,67.0,63.0,0.47019505500793457,0.47019505500793457,0.47019505500793457,151,,,,
17:00:00.000+05:30,17:15:00.000+05:30,1,21.489258762057744,58.60982753010088,,,79.25,84.0,72.0,,,,123,,,,36000
17:15:00.000+05:30,17:30:00.000+05:30,15,212.91897168890335,1465.2456882525219,30.0,15,157.0,176.0,114.0,,,,2218,,,,900000
17:30:00.000+05:30,17:45:00.000+05:30,15,212.91897168890335,1465.2456882525219,30.0,15,178.0,180.0,172.0,,,,2218,,,,900000
17:45:00.000+05:30,18:00:00.000+05:30,15,212.91897168890335,1465.2456882525219,30.0,15,172.75,177.0,160.0,,,,2218,,,,900000
18:00:00.000+05:30,18:15:00.000+05:30,15,212.91897168890335,1465.2456882525219,30.0,15,177.0,178.0,176.0,1.6280508041381836,1.6280508041381836,1.6280508041381836,2218,,,,900000
18:15:00.000+05:30,18:30:00.000+05:30,15,212.91897168890335,1465.2456882525219,30.0,15,182.0,184.0,178.0,,,,2218,,,,900000
18:30:00.000+05:30,18:45:00.000+05:30,15,212.91897168890335,1465.2456882525219,30.0,15,164.25,176.0,145.0,,,,2218,,,,900000
18:45:00.000+05:30,19:00:00.000+05:30,12,170.8221594680486,1155.9160429547674,23.0,12,178.0,182.0,174.0,,,,1756,,,,710000
19:00:00.000+05:30,19:15:00.000+05:30,7,13.513019063801844,2986.270594659496,14.0,7,161.5,179.0,122.0,,,,3896,,,,
19:15:00.000+05:30,19:30:00.000+05:30,15,13.513019063801844,6747.922466917605,30.0,15,83.5,101.0,72.0,7.497691631317139,7.497691631317139,7.497691631317139,8767,,,,
19:30:00.000+05:30,19:45:00.000+05:30,12,13.513019199090984,4254.529401242892,23.0,12,96.5,99.0,89.0,,,,5576,,,,
19:45:00.000+05:30,20:00:00.000+05:30,15,13.51301949870639,4730.5410991820345,30.0,15,89.75,97.0,80.0,,,,6146,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.51301949870639,4730.5410991820345,30.0,15,,,,5.2561564445495605,5.2561564445495605,5.2561564445495605,6146,,,,
20:15:00.000+05:30,20:30:00.000+05:30,6,13.51301949870639,1606.8281513159384,10.0,5,,,,,,,2120,,,,
20:30:00.000+05:30,20:45:00.000+05:30,10,13.513019608109916,3925.581412812791,20.0,10,,,,,,,5116,,,,
20:45:00.000+05:30,21:00:00.000+05:30,15,13.513019665168787,5972.949078166017,30.0,15,,,,6.636610507965088,6.636610507965088,6.636610507965088,7760,,,,
21:00:00.000+05:30,21:15:00.000+05:30,8,13.513019665168787,2852.605541125684,14.0,7,,,,6.504993438720703,6.504993438720703,6.504993438720703,3731,,,,
21:15:00.000+05:30,21:30:00.000+05:30,8,13.513020152183394,1174.8333143694235,16.0,8,,,,,,,1549,,,,
21:30:00.000+05:30,21:45:00.000+05:30,15,13.513020601077404,2257.7076861191194,30.0,15,,,,,,,2933,,,,
21:45:00.000+05:30,22:00:00.000+05:30,15,13.513020601077404,2257.7076861191194,30.0,15,,,,,,,2933,,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.513020601077404,2257.7076861191194,30.0,15,,,,2.508563995361328,2.508563995361328,2.508563995361328,2933,,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.513020601077404,2257.7076861191194,30.0,15,,,,,,,2933,,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.513020601077404,2257.7076861191194,30.0,15,,,,,,,2933,,,,
22:45:00.000+05:30,23:00:00.000+05:30,1,13.513020684982026,76.10481753497982,,,,,,,,,133,,,,
23:00:00.000+05:30,23:15:00.000+05:30,9,13.513020687909023,2823.5560802061877,18.0,9,,,,,,,3683,,,,
23:15:00.000+05:30,23:30:00.000+05:30,15,13.513020687909023,4842.743265641092,30.0,15,,,,5.380825519561768,5.380825519561768,5.380825519561768,6292,,,,
23:30:00.000+05:30,23:45:00.000+05:30,15,13.513020687909023,4842.743265641092,30.0,15,,,,,,,6292,,,,
23:45:00.000+05:30,00:00:00.000+05:30,1,13.513020278362514,30.433951011628906,,,,,,,,,40,,,,
