Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg)
00:00:00.000+05:30,00:15:00.000+05:30,,13.513020126207966,,,,92.75,99.0,79.0,,,,6,,,
00:15:00.000+05:30,00:30:00.000+05:30,,13.513020126207966,,,,92.25,93.0,90.0,,,,6,,,
00:30:00.000+05:30,00:45:00.000+05:30,,13.513020126207966,,,,92.0,94.0,90.0,,,,6,,,
00:45:00.000+05:30,01:00:00.000+05:30,,13.513020126207966,,,,94.0,95.0,91.0,,,,6,,,
01:00:00.000+05:30,01:15:00.000+05:30,,13.513020126207966,,,,99.5,104.0,90.0,,,,6,,,
01:15:00.000+05:30,01:30:00.000+05:30,,13.513020126207966,,,,97.75,106.0,95.0,,,,6,,,
01:30:00.000+05:30,01:45:00.000+05:30,,13.513020126207966,,,,95.0,97.0,93.0,,,,6,,,
01:45:00.000+05:30,02:00:00.000+05:30,,13.513020126207966,,,,94.25,96.0,93.0,,,,6,,,
02:00:00.000+05:30,02:15:00.000+05:30,,13.513020126207966,,,,94.75,96.0,93.0,,,,6,,,
02:15:00.000+05:30,02:30:00.000+05:30,,13.513020126207966,,,,97.25,98.0,96.0,,,,6,,,
02:30:00.000+05:30,02:45:00.000+05:30,,13.513020126207966,,,,96.0,98.0,93.0,,,,6,,,
02:45:00.000+05:30,03:00:00.000+05:30,,13.513020126207966,,,,91.0,100.0,88.0,,,,6,,,
03:00:00.000+05:30,03:15:00.000+05:30,,13.513020126207966,,,,94.5,98.0,93.0,,,,6,,,
03:15:00.000+05:30,03:30:00.000+05:30,,13.513020126207966,,,,95.75,97.0,94.0,,,,6,,,
03:30:00.000+05:30,03:45:00.000+05:30,,13.513020126207966,,,,95.5,98.0,92.0,,,,6,,,
03:45:00.000+05:30,04:00:00.000+05:30,,13.513020126207966,,,,98.0,101.0,95.0,,,,6,,,
04:00:00.000+05:30,04:15:00.000+05:30,,13.513020126207966,,,,97.75,100.0,95.0,,,,6,,,
04:15:00.000+05:30,04:30:00.000+05:30,,13.513020126207966,,,,103.25,104.0,103.0,,,,6,,,
04:30:00.000+05:30,04:45:00.000+05:30,,13.513020344477432,,,,103.0,107.0,94.0,,,,8,,,
04:45:00.000+05:30,05:00:00.000+05:30,,13.513021166483544,,,,100.0,112.0,89.0,,,,12,,,
05:00:00.000+05:30,05:15:00.000+05:30,,13.513021166483544,,,,109.0,119.0,104.0,,,,12,,,
05:15:00.000+05:30,05:30:00.000+05:30,,13.513021166483544,,,,102.5,106.0,100.0,,,,12,,,
05:30:00.000+05:30,05:45:00.000+05:30,,13.513021166483544,,,,100.25,103.0,98.0,,,,12,,,
05:45:00.000+05:30,06:00:00.000+05:30,,13.513021166483544,,,,113.75,123.0,102.0,,,,12,,,
06:00:00.000+05:30,06:15:00.000+05:30,,13.513021166483544,,,,104.5,106.0,102.0,,,,12,,,
06:15:00.000+05:30,06:30:00.000+05:30,,13.513021166483544,,,,121.5,134.0,108.0,,,,12,,,
06:30:00.000+05:30,06:45:00.000+05:30,,13.513021166483544,,,,106.75,109.0,104.0,,,,12,,,
06:45:00.000+05:30,07:00:00.000+05:30,,13.513021166483544,,,,100.0,102.0,96.0,,,,12,,,
07:00:00.000+05:30,07:15:00.000+05:30,,13.513021166483544,,,,103.5,115.0,97.0,,,,12,,,
07:15:00.000+05:30,07:30:00.000+05:30,,13.513021166483544,,,,101.25,103.0,98.0,,,,12,,,
07:30:00.000+05:30,07:45:00.000+05:30,,13.513021166483544,,,,107.75,114.0,105.0,,,,12,,,
07:45:00.000+05:30,08:00:00.000+05:30,,13.513021166483544,,,,111.25,114.0,105.0,,,,12,,,
08:00:00.000+05:30,08:15:00.000+05:30,,13.513021166483544,,,,106.5,107.0,105.0,,,,12,,,
08:15:00.000+05:30,08:30:00.000+05:30,,13.513021166483544,,,,105.0,108.0,102.0,,,,12,,,
08:30:00.000+05:30,08:45:00.000+05:30,,13.513021166483544,,,,95.75,107.0,86.0,,,,12,,,
08:45:00.000+05:30,09:00:00.000+05:30,,13.513021166483544,,,,103.5,119.0,93.0,,,,12,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.513021166483544,,,,101.0,108.0,92.0,,,,12,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.513021166483544,,,,109.5,110.0,108.0,,,,12,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.513021166483544,,,,104.5,106.0,102.0,,,,12,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.513021166483544,,,,101.5,102.0,101.0,,,,12,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513021166483544,,,,100.5,102.0,98.0,,,,12,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513021166483544,,,,100.75,110.0,97.0,,,,12,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513021166483544,,,,104.0,106.0,102.0,,,,12,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513021166483544,,,,101.75,104.0,99.0,,,,12,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513021166483544,,,,100.25,101.0,100.0,,,,12,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513021166483544,,,,104.0,107.0,103.0,,,,12,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513021166483544,,,,109.25,114.0,106.0,,,,12,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513021166483544,,,,114.25,119.0,106.0,,,,12,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513021166483544,,,,102.0,110.0,78.0,,,,12,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.513021166483544,,,,104.0,109.0,95.0,,,,12,,,
12:30:00.000+05:30,12:45:00.000+05:30,,13.513021166483544,,,,101.0,104.0,97.0,,,,12,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.513021166483544,,,,101.0,102.0,100.0,,,,12,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.513021166483544,,,,98.0,102.0,95.0,,,,12,,,
