Start time,End time,Move Minutes count,Calories (kcal),Distance (m),Heart Points,Heart Minutes,Average heart rate (bpm),Max heart rate (bpm),Min heart rate (bpm),Average speed (m/s),Max speed (m/s),Min speed (m/s),Step count,Average weight (kg),Max weight (kg),Min weight (kg),Running duration (ms)
08:45:00.000+05:30,09:00:00.000+05:30,,13.51302075428529,,,,67.5,69.0,67.0,,,,15,,,,
09:00:00.000+05:30,09:15:00.000+05:30,,13.51302075428529,,,,84.5,94.0,68.0,,,,15,,,,
09:15:00.000+05:30,09:30:00.000+05:30,,13.51302075428529,,,,73.5,80.0,71.0,,,,15,,,,
09:30:00.000+05:30,09:45:00.000+05:30,,13.51302075428529,,,,86.0,98.0,68.0,,,,15,,,,
09:45:00.000+05:30,10:00:00.000+05:30,,13.51302075428529,,,,94.25,106.0,89.0,,,,15,,,,
10:00:00.000+05:30,10:15:00.000+05:30,,13.513020514395604,,,,69.25,76.0,64.0,,,,127,,,,
10:15:00.000+05:30,10:30:00.000+05:30,,13.513020172118264,,,,72.5,74.0,72.0,,,,287,,,,
10:30:00.000+05:30,10:45:00.000+05:30,,13.513020172118264,,,,69.75,73.0,68.0,,,,287,,,,
10:45:00.000+05:30,11:00:00.000+05:30,,13.513020172118264,,,,69.0,73.0,65.0,,,,287,,,,
11:00:00.000+05:30,11:15:00.000+05:30,,13.513020172118264,,,,69.75,71.0,69.0,,,,287,,,,
11:15:00.000+05:30,11:30:00.000+05:30,,13.513020172118264,,,,68.25,72.0,61.0,,,,287,,,,
11:30:00.000+05:30,11:45:00.000+05:30,,13.513020172118264,,,,67.5,73.0,64.0,,,,287,,,,
11:45:00.000+05:30,12:00:00.000+05:30,,13.513020172118264,,,,71.25,74.0,68.0,,,,287,,,,
12:00:00.000+05:30,12:15:00.000+05:30,,13.513020172118264,,,,69.75,72.0,67.0,,,,287,,,,
12:15:00.000+05:30,12:30:00.000+05:30,,13.513020172118264,,,,72.5,80.0,69.0,,,,287,,,,
12:30:00.000+05:30,12:45:00.000+05:30,,13.513020172118264,,,,70.0,72.0,66.0,,,,287,,,,
12:45:00.000+05:30,13:00:00.000+05:30,,13.513020172118264,,,,72.25,78.0,69.0,,,,287,,,,
13:00:00.000+05:30,13:15:00.000+05:30,,13.513020172118264,,,,74.25,85.0,66.0,,,,287,,,,
13:15:00.000+05:30,13:30:00.000+05:30,,13.513020172118264,,,,87.5,94.0,75.0,,,,287,,,,
13:30:00.000+05:30,13:45:00.000+05:30,,13.513020172118264,,,,73.0,75.0,69.0,,,,287,,,,
13:45:00.000+05:30,14:00:00.000+05:30,,13.513020172118264,,,,75.0,78.0,70.0,,,,287,,,,
14:00:00.000+05:30,14:15:00.000+05:30,,13.513020172118264,,,,71.25,82.0,67.0,,,,287,,,,
14:15:00.000+05:30,14:30:00.000+05:30,,13.513020172118264,,,,69.5,72.0,66.0,,,,287,,,,
14:30:00.000+05:30,14:45:00.000+05:30,,13.513020172118264,,,,69.5,74.0,68.0,,,,287,,,,
14:45:00.000+05:30,15:00:00.000+05:30,,13.513020172118264,,,,74.25,76.0,73.0,,,,287,,,,
15:00:00.000+05:30,15:15:00.000+05:30,,13.513020172118264,,,,76.25,77.0,75.0,,,,287,,,,
15:15:00.000+05:30,15:30:00.000+05:30,,13.513020172118264,,,,72.75,80.0,69.0,,,,287,,,,
15:30:00.000+05:30,15:45:00.000+05:30,,13.513020172118264,,,,71.25,72.0,69.0,,,,287,,,,
15:45:00.000+05:30,16:00:00.000+05:30,,13.513020172118264,,,,73.5,74.0,72.0,,,,287,,,,
16:00:00.000+05:30,16:15:00.000+05:30,,13.513020172118264,,,,75.0,76.0,72.0,,,,287,,,,
16:15:00.000+05:30,16:30:00.000+05:30,,13.513020172118264,,,,76.0,87.0,69.0,,,,287,,,,
16:30:00.000+05:30,16:45:00.000+05:30,,13.513020172118264,,,,70.0,72.0,68.0,,,,287,,,,
16:45:00.000+05:30,17:00:00.000+05:30,,13.513020172118264,,,,69.75,75.0,67.0,,,,287,,,,
17:00:00.000+05:30,17:15:00.000+05:30,,13.513020172118264,,,,71.25,72.0,70.0,,,,287,,,,
17:15:00.000+05:30,17:30:00.000+05:30,,13.513020172118264,,,,84.5,95.0,67.0,,,,287,,,,
17:30:00.000+05:30,17:45:00.000+05:30,12,148.41091502113073,1172.8295904887716,23.0,12,139.5,164.0,76.0,,,,1832,,,,708000
17:45:00.000+05:30,18:00:00.000+05:30,15,184.99339498018495,1490.885072655218,30.0,15,149.5,170.0,106.0,,,,2252,,,,900000
18:00:00.000+05:30,18:15:00.000+05:30,15,184.99339498018495,1490.885072655218,30.0,15,151.25,169.0,98.0,1.656538963317871,1.656538963317871,1.656538963317871,2252,,,,900000
18:15:00.000+05:30,18:30:00.000+05:30,15,184.99339498018495,1490.885072655218,30.0,15,149.0,171.0,95.0,,,,2252,,,,900000
18:30:00.000+05:30,18:45:00.000+05:30,7,85.34424429172773,624.5151915455746,12.0,6,165.0,167.0,163.0,,,,1110,,,,377000
18:45:00.000+05:30,19:00:00.000+05:30,,13.513020946510984,,,,140.5,168.0,84.0,,,,229,,,,
19:00:00.000+05:30,19:15:00.000+05:30,,13.513020946510984,,,,78.0,85.0,71.0,,,,150,,,,
19:15:00.000+05:30,19:30:00.000+05:30,,13.513020946510984,,,,95.0,95.0,95.0,,,,150,,,,
19:30:00.000+05:30,19:45:00.000+05:30,,13.513020946510984,,,,90.5,98.0,79.0,,,,150,,,,
19:45:00.000+05:30,20:00:00.000+05:30,7,13.513020946510984,956.8304883025012,12.0,6,100.25,101.0,99.0,,,,1330,,,,
20:00:00.000+05:30,20:15:00.000+05:30,15,13.513020946510984,2265.5276235823176,30.0,15,90.75,99.0,79.0,,,,2944,,,,
20:15:00.000+05:30,20:30:00.000+05:30,15,13.513020946510984,2265.5276235823176,30.0,15,82.0,85.0,79.0,2.5172529220581055,2.5172529220581055,2.5172529220581055,2944,,,,
20:30:00.000+05:30,20:45:00.000+05:30,15,13.513020946510984,2265.5276235823176,30.0,15,87.25,99.0,80.0,,,,2944,,,,
20:45:00.000+05:30,21:00:00.000+05:30,1,13.513020946510984,144.94845735679667,2.0,1,82.0,87.0,73.0,,,,328,,,,
21:00:00.000+05:30,21:15:00.000+05:30,,13.513020946510984,,,,84.0,100.0,72.0,,,,150,,,,
21:15:00.000+05:30,21:30:00.000+05:30,,13.513020946510984,,,,93.0,97.0,84.0,,,,150,,,,
21:30:00.000+05:30,21:45:00.000+05:30,,13.513020946510984,,,,82.75,90.0,80.0,,,,150,,,,
21:45:00.000+05:30,22:00:00.000+05:30,14,13.513020946510984,1798.5744049732036,28.0,14,87.25,98.0,83.0,,,,2349,,,,
22:00:00.000+05:30,22:15:00.000+05:30,15,13.513020946510984,1948.5710762662309,30.0,15,84.0,87.0,82.0,,,,2532,,,,
22:15:00.000+05:30,22:30:00.000+05:30,15,13.513020946510984,1948.5710762662309,30.0,15,86.25,89.0,83.0,2.165079116821289,2.165079116821289,2.165079116821289,2532,,,,
22:30:00.000+05:30,22:45:00.000+05:30,15,13.513020946510984,1948.5710762662309,30.0,15,82.5,90.0,69.0,,,,2532,,,,
22:45:00.000+05:30,23:00:00.000+05:30,15,13.513020946510984,620.5505949323974,4.0,2,82.25,84.0,79.0,,,,1005,,,,
23:00:00.000+05:30,23:15:00.000+05:30,15,13.513020946510984,421.4261706949593,,,78.75,80.0,77.0,,,,776,,,,
23:15:00.000+05:30,23:30:00.000+05:30,15,13.513020946510984,421.4261706949593,,,85.5,91.0,79.0,0.4682513177394867,0.4682513177394867,0.4682513177394867,776,,,,
23:30:00.000+05:30,23:45:00.000+05:30,15,13.513020946510984,421.4261706949593,,,96.75,101.0,88.0,,,,776,,,,
23:45:00.000+05:30,00:00:00.000+05:30,8,13.513020946510984,225.5692943670785,,,87.75,97.0,76.0,,,,415,,,,
